,cell_type,train_val_test
6991,CD4+/CD25+ regulatory T cells,train
6992,CD4+/CD25+ regulatory T cells,train
6993,CD4+/CD25+ regulatory T cells,train
6994,CD4+/CD25+ regulatory T cells,train
6995,CD4+/CD25+ regulatory T cells,train
6996,CD4+/CD25+ regulatory T cells,train
6997,CD4+/CD25+ regulatory T cells,validation
6998,CD4+/CD25+ regulatory T cells,train
6999,CD4+/CD25+ regulatory T cells,train
7000,CD4+/CD25+ regulatory T cells,train
7001,CD4+/CD25+ regulatory T cells,train
7002,CD4+/CD25+ regulatory T cells,train
7003,CD4+/CD25+ regulatory T cells,train
7004,CD4+/CD25+ regulatory T cells,train
7005,CD4+/CD25+ regulatory T cells,train
7006,CD4+/CD25+ regulatory T cells,train
7007,CD4+/CD25+ regulatory T cells,test
7008,CD4+/CD25+ regulatory T cells,train
7009,CD4+/CD25+ regulatory T cells,train
7010,CD4+/CD25+ regulatory T cells,train
7011,CD4+/CD25+ regulatory T cells,train
7012,CD4+/CD25+ regulatory T cells,train
7013,CD4+/CD25+ regulatory T cells,validation
7014,CD4+/CD25+ regulatory T cells,train
7015,CD4+/CD25+ regulatory T cells,train
7016,CD4+/CD25+ regulatory T cells,train
7017,CD4+/CD25+ regulatory T cells,train
7018,CD4+/CD25+ regulatory T cells,validation
7019,CD4+/CD25+ regulatory T cells,train
7020,CD4+/CD25+ regulatory T cells,train
7021,CD4+/CD25+ regulatory T cells,train
7022,CD4+/CD25+ regulatory T cells,train
7023,CD4+/CD25+ regulatory T cells,train
7024,CD4+/CD25+ regulatory T cells,train
7025,CD4+/CD25+ regulatory T cells,train
7026,CD4+/CD25+ regulatory T cells,train
7027,CD4+/CD25+ regulatory T cells,validation
7028,CD4+/CD25+ regulatory T cells,train
7029,CD4+/CD25+ regulatory T cells,train
7030,CD4+/CD25+ regulatory T cells,train
7031,CD4+/CD25+ regulatory T cells,train
7032,CD4+/CD25+ regulatory T cells,train
7033,CD4+/CD25+ regulatory T cells,train
7034,CD4+/CD25+ regulatory T cells,train
7035,CD4+/CD25+ regulatory T cells,train
7036,CD4+/CD25+ regulatory T cells,train
7037,CD4+/CD25+ regulatory T cells,train
7038,CD4+/CD25+ regulatory T cells,train
7039,CD4+/CD25+ regulatory T cells,train
7040,CD4+/CD25+ regulatory T cells,train
7041,CD4+/CD25+ regulatory T cells,train
7042,CD4+/CD25+ regulatory T cells,train
7043,CD4+/CD25+ regulatory T cells,train
7044,CD4+/CD25+ regulatory T cells,train
7045,CD4+/CD25+ regulatory T cells,train
7046,CD4+/CD25+ regulatory T cells,train
7047,CD4+/CD25+ regulatory T cells,train
7048,CD4+/CD25+ regulatory T cells,train
7049,CD4+/CD25+ regulatory T cells,validation
7050,CD4+/CD25+ regulatory T cells,train
7051,CD4+/CD25+ regulatory T cells,train
7052,CD4+/CD25+ regulatory T cells,test
7053,CD4+/CD25+ regulatory T cells,train
7054,CD4+/CD25+ regulatory T cells,validation
7055,CD4+/CD25+ regulatory T cells,train
7056,CD4+/CD25+ regulatory T cells,train
7057,CD4+/CD25+ regulatory T cells,train
7058,CD4+/CD25+ regulatory T cells,train
7059,CD4+/CD25+ regulatory T cells,train
7060,CD4+/CD25+ regulatory T cells,train
7061,CD4+/CD25+ regulatory T cells,train
7062,CD4+/CD25+ regulatory T cells,train
7063,CD4+/CD25+ regulatory T cells,test
7064,CD4+/CD25+ regulatory T cells,train
7065,CD4+/CD25+ regulatory T cells,train
7066,CD4+/CD25+ regulatory T cells,train
7067,CD4+/CD25+ regulatory T cells,train
7068,CD4+/CD25+ regulatory T cells,train
7069,CD4+/CD25+ regulatory T cells,train
7070,CD4+/CD25+ regulatory T cells,test
7071,CD4+/CD25+ regulatory T cells,train
7072,CD4+/CD25+ regulatory T cells,validation
7073,CD4+/CD25+ regulatory T cells,validation
7074,CD4+/CD25+ regulatory T cells,train
7075,CD4+/CD25+ regulatory T cells,train
7076,CD4+/CD25+ regulatory T cells,train
7077,CD4+/CD25+ regulatory T cells,train
7078,CD4+/CD25+ regulatory T cells,validation
7079,CD4+/CD25+ regulatory T cells,train
7080,CD4+/CD25+ regulatory T cells,train
7081,CD4+/CD25+ regulatory T cells,train
7082,CD4+/CD25+ regulatory T cells,train
7083,CD4+/CD25+ regulatory T cells,test
7084,CD4+/CD25+ regulatory T cells,train
7085,CD4+/CD25+ regulatory T cells,train
7086,CD4+/CD25+ regulatory T cells,train
7087,CD4+/CD25+ regulatory T cells,train
7088,CD4+/CD25+ regulatory T cells,validation
7089,CD4+/CD25+ regulatory T cells,validation
7090,CD4+/CD25+ regulatory T cells,train
7091,CD4+/CD25+ regulatory T cells,train
7092,CD4+/CD25+ regulatory T cells,train
7093,CD4+/CD25+ regulatory T cells,train
7094,CD4+/CD25+ regulatory T cells,validation
7095,CD4+/CD25+ regulatory T cells,train
7096,CD4+/CD25+ regulatory T cells,train
7097,CD4+/CD25+ regulatory T cells,train
7098,CD4+/CD25+ regulatory T cells,train
7099,CD4+/CD25+ regulatory T cells,test
7100,CD4+/CD25+ regulatory T cells,train
7101,CD4+/CD25+ regulatory T cells,train
7102,CD4+/CD25+ regulatory T cells,train
7103,CD4+/CD25+ regulatory T cells,validation
7104,CD4+/CD25+ regulatory T cells,train
7105,CD4+/CD25+ regulatory T cells,test
7106,CD4+/CD25+ regulatory T cells,train
7107,CD4+/CD25+ regulatory T cells,train
7108,CD4+/CD25+ regulatory T cells,train
7109,CD4+/CD25+ regulatory T cells,train
7110,CD4+/CD25+ regulatory T cells,test
7111,CD4+/CD25+ regulatory T cells,train
7112,CD4+/CD25+ regulatory T cells,train
7113,CD4+/CD25+ regulatory T cells,train
7114,CD4+/CD25+ regulatory T cells,train
7115,CD4+/CD25+ regulatory T cells,train
7116,CD4+/CD25+ regulatory T cells,train
7117,CD4+/CD25+ regulatory T cells,train
7118,CD4+/CD25+ regulatory T cells,train
7119,CD4+/CD25+ regulatory T cells,train
7120,CD4+/CD25+ regulatory T cells,train
7121,CD4+/CD25+ regulatory T cells,train
7122,CD4+/CD25+ regulatory T cells,validation
7123,CD4+/CD25+ regulatory T cells,train
7124,CD4+/CD25+ regulatory T cells,train
7125,CD4+/CD25+ regulatory T cells,train
7126,CD4+/CD25+ regulatory T cells,train
7127,CD4+/CD25+ regulatory T cells,train
7128,CD4+/CD25+ regulatory T cells,test
7129,CD4+/CD25+ regulatory T cells,train
7130,CD4+/CD25+ regulatory T cells,train
7131,CD4+/CD25+ regulatory T cells,train
7132,CD4+/CD25+ regulatory T cells,test
7133,CD4+/CD25+ regulatory T cells,train
7134,CD4+/CD25+ regulatory T cells,train
7135,CD4+/CD25+ regulatory T cells,train
7136,CD4+/CD25+ regulatory T cells,train
7137,CD4+/CD25+ regulatory T cells,train
7138,CD4+/CD25+ regulatory T cells,train
7139,CD4+/CD25+ regulatory T cells,train
7140,CD4+/CD25+ regulatory T cells,train
7141,CD4+/CD25+ regulatory T cells,train
7142,CD4+/CD25+ regulatory T cells,validation
7143,CD4+/CD25+ regulatory T cells,train
7144,CD4+/CD25+ regulatory T cells,train
7145,CD4+/CD25+ regulatory T cells,train
7146,CD4+/CD25+ regulatory T cells,train
7147,CD4+/CD25+ regulatory T cells,train
7148,CD4+/CD25+ regulatory T cells,test
7149,CD4+/CD25+ regulatory T cells,train
7150,CD4+/CD25+ regulatory T cells,train
7151,CD4+/CD25+ regulatory T cells,test
7152,CD4+/CD25+ regulatory T cells,train
7153,CD4+/CD25+ regulatory T cells,train
7154,CD4+/CD25+ regulatory T cells,train
7155,CD4+/CD25+ regulatory T cells,train
7156,CD4+/CD25+ regulatory T cells,train
7157,CD4+/CD25+ regulatory T cells,train
7158,CD4+/CD25+ regulatory T cells,train
7159,CD4+/CD25+ regulatory T cells,train
7160,CD4+/CD25+ regulatory T cells,train
7161,CD4+/CD25+ regulatory T cells,train
7162,CD4+/CD25+ regulatory T cells,train
7163,CD4+/CD25+ regulatory T cells,train
7164,CD4+/CD25+ regulatory T cells,test
7165,CD4+/CD25+ regulatory T cells,test
7166,CD4+/CD25+ regulatory T cells,train
7167,CD4+/CD25+ regulatory T cells,train
7168,CD4+/CD25+ regulatory T cells,train
7169,CD4+/CD25+ regulatory T cells,test
7170,CD4+/CD25+ regulatory T cells,train
7171,CD4+/CD25+ regulatory T cells,test
7172,CD4+/CD25+ regulatory T cells,train
7173,CD4+/CD25+ regulatory T cells,train
7174,CD4+/CD25+ regulatory T cells,train
7175,CD4+/CD25+ regulatory T cells,train
7176,CD4+/CD25+ regulatory T cells,train
7177,CD4+/CD25+ regulatory T cells,train
7178,CD4+/CD25+ regulatory T cells,train
7179,CD4+/CD25+ regulatory T cells,train
7180,CD4+/CD25+ regulatory T cells,validation
7181,CD4+/CD25+ regulatory T cells,validation
7182,CD4+/CD25+ regulatory T cells,train
7183,CD4+/CD25+ regulatory T cells,train
7184,CD4+/CD25+ regulatory T cells,train
7185,CD4+/CD25+ regulatory T cells,validation
7186,CD4+/CD25+ regulatory T cells,train
7187,CD4+/CD25+ regulatory T cells,test
7188,CD4+/CD25+ regulatory T cells,train
7189,CD4+/CD25+ regulatory T cells,validation
7190,CD4+/CD25+ regulatory T cells,train
7191,CD4+/CD25+ regulatory T cells,train
7192,CD4+/CD25+ regulatory T cells,train
7193,CD4+/CD25+ regulatory T cells,train
7194,CD4+/CD25+ regulatory T cells,train
7195,CD4+/CD25+ regulatory T cells,validation
7196,CD4+/CD25+ regulatory T cells,train
7197,CD4+/CD25+ regulatory T cells,test
7198,CD4+/CD25+ regulatory T cells,train
7199,CD4+/CD25+ regulatory T cells,train
7200,CD4+/CD25+ regulatory T cells,train
7201,CD4+/CD25+ regulatory T cells,validation
7202,CD4+/CD25+ regulatory T cells,train
7203,CD4+/CD25+ regulatory T cells,train
7204,CD4+/CD25+ regulatory T cells,train
7205,CD4+/CD25+ regulatory T cells,train
7206,CD4+/CD25+ regulatory T cells,validation
7207,CD4+/CD25+ regulatory T cells,validation
7208,CD4+/CD25+ regulatory T cells,train
7209,CD4+/CD25+ regulatory T cells,train
7210,CD4+/CD25+ regulatory T cells,train
7211,CD4+/CD25+ regulatory T cells,validation
7212,CD4+/CD25+ regulatory T cells,test
7213,CD4+/CD25+ regulatory T cells,train
7214,CD4+/CD25+ regulatory T cells,train
7215,CD4+/CD25+ regulatory T cells,train
7216,CD4+/CD25+ regulatory T cells,train
7217,CD4+/CD25+ regulatory T cells,validation
7218,CD4+/CD25+ regulatory T cells,train
7219,CD4+/CD25+ regulatory T cells,train
7220,CD4+/CD25+ regulatory T cells,test
7221,CD4+/CD25+ regulatory T cells,train
7222,CD4+/CD25+ regulatory T cells,train
7223,CD4+/CD25+ regulatory T cells,train
7224,CD4+/CD25+ regulatory T cells,train
7225,CD4+/CD25+ regulatory T cells,train
7226,CD4+/CD25+ regulatory T cells,train
7227,CD4+/CD25+ regulatory T cells,train
7228,CD4+/CD25+ regulatory T cells,train
7229,CD4+/CD25+ regulatory T cells,train
7230,CD4+/CD25+ regulatory T cells,train
7231,CD4+/CD25+ regulatory T cells,validation
7232,CD4+/CD25+ regulatory T cells,train
7233,CD4+/CD25+ regulatory T cells,train
7234,CD4+/CD25+ regulatory T cells,train
7235,CD4+/CD25+ regulatory T cells,train
7236,CD4+/CD25+ regulatory T cells,train
7237,CD4+/CD25+ regulatory T cells,train
7238,CD4+/CD25+ regulatory T cells,test
7239,CD4+/CD25+ regulatory T cells,train
7240,CD4+/CD25+ regulatory T cells,train
7241,CD4+/CD25+ regulatory T cells,train
7242,CD4+/CD25+ regulatory T cells,train
7243,CD4+/CD25+ regulatory T cells,train
7244,CD4+/CD25+ regulatory T cells,train
7245,CD4+/CD25+ regulatory T cells,train
7246,CD4+/CD25+ regulatory T cells,train
7247,CD4+/CD25+ regulatory T cells,train
7248,CD4+/CD25+ regulatory T cells,validation
7249,CD4+/CD25+ regulatory T cells,train
7250,CD4+/CD25+ regulatory T cells,train
7251,CD4+/CD25+ regulatory T cells,train
7252,CD4+/CD25+ regulatory T cells,train
7253,CD4+/CD25+ regulatory T cells,train
7254,CD4+/CD25+ regulatory T cells,train
7255,CD4+/CD25+ regulatory T cells,train
7256,CD4+/CD25+ regulatory T cells,train
7257,CD4+/CD25+ regulatory T cells,train
7258,CD4+/CD25+ regulatory T cells,train
7259,CD4+/CD25+ regulatory T cells,train
7260,CD4+/CD25+ regulatory T cells,train
7261,CD4+/CD25+ regulatory T cells,train
7262,CD4+/CD25+ regulatory T cells,train
7263,CD4+/CD25+ regulatory T cells,train
7264,CD4+/CD25+ regulatory T cells,train
7265,CD4+/CD25+ regulatory T cells,train
7266,CD4+/CD25+ regulatory T cells,train
7267,CD4+/CD25+ regulatory T cells,train
7268,CD4+/CD25+ regulatory T cells,train
7269,CD4+/CD25+ regulatory T cells,train
7270,CD4+/CD25+ regulatory T cells,train
7271,CD4+/CD25+ regulatory T cells,train
7272,CD4+/CD25+ regulatory T cells,train
7273,CD4+/CD25+ regulatory T cells,train
7274,CD4+/CD25+ regulatory T cells,train
7275,CD4+/CD25+ regulatory T cells,train
7276,CD4+/CD25+ regulatory T cells,train
7277,CD4+/CD25+ regulatory T cells,train
7278,CD4+/CD25+ regulatory T cells,train
7279,CD4+/CD25+ regulatory T cells,train
7280,CD4+/CD25+ regulatory T cells,train
7281,CD4+/CD25+ regulatory T cells,train
7282,CD4+/CD25+ regulatory T cells,train
7283,CD4+/CD25+ regulatory T cells,train
7284,CD4+/CD25+ regulatory T cells,train
7285,CD4+/CD25+ regulatory T cells,train
7286,CD4+/CD25+ regulatory T cells,train
7287,CD4+/CD25+ regulatory T cells,train
7288,CD4+/CD25+ regulatory T cells,train
7289,CD4+/CD25+ regulatory T cells,train
7290,CD4+/CD25+ regulatory T cells,validation
7291,CD4+/CD25+ regulatory T cells,train
7292,CD4+/CD25+ regulatory T cells,test
7293,CD4+/CD25+ regulatory T cells,train
7294,CD4+/CD25+ regulatory T cells,train
7295,CD4+/CD25+ regulatory T cells,train
7296,CD4+/CD25+ regulatory T cells,train
7297,CD4+/CD25+ regulatory T cells,train
7298,CD4+/CD25+ regulatory T cells,train
7299,CD4+/CD25+ regulatory T cells,train
7300,CD4+/CD25+ regulatory T cells,train
7301,CD4+/CD25+ regulatory T cells,train
7302,CD4+/CD25+ regulatory T cells,train
7303,CD4+/CD25+ regulatory T cells,train
7304,CD4+/CD25+ regulatory T cells,train
7305,CD4+/CD25+ regulatory T cells,train
7306,CD4+/CD25+ regulatory T cells,train
7307,CD4+/CD25+ regulatory T cells,train
7308,CD4+/CD25+ regulatory T cells,validation
7309,CD4+/CD25+ regulatory T cells,train
7310,CD4+/CD25+ regulatory T cells,train
7311,CD4+/CD25+ regulatory T cells,test
7312,CD4+/CD25+ regulatory T cells,validation
7313,CD4+/CD25+ regulatory T cells,train
7314,CD4+/CD25+ regulatory T cells,validation
7315,CD4+/CD25+ regulatory T cells,train
7316,CD4+/CD25+ regulatory T cells,test
7317,CD4+/CD25+ regulatory T cells,train
7318,CD4+/CD25+ regulatory T cells,train
7319,CD4+/CD25+ regulatory T cells,train
7320,CD4+/CD25+ regulatory T cells,train
7321,CD4+/CD25+ regulatory T cells,train
7322,CD4+/CD25+ regulatory T cells,validation
7323,CD4+/CD25+ regulatory T cells,train
7324,CD4+/CD25+ regulatory T cells,train
7325,CD4+/CD25+ regulatory T cells,train
7326,CD4+/CD25+ regulatory T cells,train
7327,CD4+/CD25+ regulatory T cells,train
7328,CD4+/CD25+ regulatory T cells,train
7329,CD4+/CD25+ regulatory T cells,train
7330,CD4+/CD25+ regulatory T cells,validation
7331,CD4+/CD25+ regulatory T cells,train
7332,CD4+/CD25+ regulatory T cells,train
7333,CD4+/CD25+ regulatory T cells,train
7334,CD4+/CD25+ regulatory T cells,train
7335,CD4+/CD25+ regulatory T cells,train
7336,CD4+/CD25+ regulatory T cells,train
7337,CD4+/CD25+ regulatory T cells,train
7338,CD4+/CD25+ regulatory T cells,train
7339,CD4+/CD25+ regulatory T cells,train
7340,CD4+/CD25+ regulatory T cells,train
7341,CD4+/CD25+ regulatory T cells,test
7342,CD4+/CD25+ regulatory T cells,train
7343,CD4+/CD25+ regulatory T cells,validation
7344,CD4+/CD25+ regulatory T cells,validation
7345,CD4+/CD25+ regulatory T cells,train
7346,CD4+/CD25+ regulatory T cells,train
7347,CD4+/CD25+ regulatory T cells,train
7348,CD4+/CD25+ regulatory T cells,train
7349,CD4+/CD25+ regulatory T cells,train
7350,CD4+/CD25+ regulatory T cells,train
7351,CD4+/CD25+ regulatory T cells,train
7352,CD4+/CD25+ regulatory T cells,validation
7353,CD4+/CD25+ regulatory T cells,train
7354,CD4+/CD25+ regulatory T cells,train
7355,CD4+/CD25+ regulatory T cells,validation
7356,CD4+/CD25+ regulatory T cells,train
7357,CD4+/CD25+ regulatory T cells,train
7358,CD4+/CD25+ regulatory T cells,train
7359,CD4+/CD25+ regulatory T cells,train
7360,CD4+/CD25+ regulatory T cells,train
7361,CD4+/CD25+ regulatory T cells,train
7362,CD4+/CD25+ regulatory T cells,train
7363,CD4+/CD25+ regulatory T cells,train
7364,CD4+/CD25+ regulatory T cells,train
7365,CD4+/CD25+ regulatory T cells,train
7366,CD4+/CD25+ regulatory T cells,test
7367,CD4+/CD25+ regulatory T cells,validation
7368,CD4+/CD25+ regulatory T cells,train
7369,CD4+/CD25+ regulatory T cells,validation
7370,CD4+/CD25+ regulatory T cells,train
7371,CD4+/CD25+ regulatory T cells,train
7372,CD4+/CD25+ regulatory T cells,train
7373,CD4+/CD25+ regulatory T cells,train
7374,CD4+/CD25+ regulatory T cells,train
7375,CD4+/CD25+ regulatory T cells,train
7376,CD4+/CD25+ regulatory T cells,train
7377,CD4+/CD25+ regulatory T cells,validation
7378,CD4+/CD25+ regulatory T cells,train
7379,CD4+/CD25+ regulatory T cells,train
7380,CD4+/CD25+ regulatory T cells,validation
7381,CD4+/CD25+ regulatory T cells,train
7382,CD4+/CD25+ regulatory T cells,train
7383,CD4+/CD25+ regulatory T cells,train
7384,CD4+/CD25+ regulatory T cells,train
7385,CD4+/CD25+ regulatory T cells,train
7386,CD4+/CD25+ regulatory T cells,train
7387,CD4+/CD25+ regulatory T cells,train
7388,CD4+/CD25+ regulatory T cells,train
7389,CD4+/CD25+ regulatory T cells,train
7390,CD4+/CD25+ regulatory T cells,train
7391,CD4+/CD25+ regulatory T cells,test
7392,CD4+/CD25+ regulatory T cells,train
7393,CD4+/CD25+ regulatory T cells,train
7394,CD4+/CD25+ regulatory T cells,train
7395,CD4+/CD25+ regulatory T cells,train
7396,CD4+/CD25+ regulatory T cells,train
7397,CD4+/CD25+ regulatory T cells,train
7398,CD4+/CD25+ regulatory T cells,train
7399,CD4+/CD25+ regulatory T cells,train
7400,CD4+/CD25+ regulatory T cells,train
7401,CD4+/CD25+ regulatory T cells,train
7402,CD4+/CD25+ regulatory T cells,train
7403,CD4+/CD25+ regulatory T cells,train
7404,CD4+/CD25+ regulatory T cells,train
7405,CD4+/CD25+ regulatory T cells,validation
7406,CD4+/CD25+ regulatory T cells,train
7407,CD4+/CD25+ regulatory T cells,train
7408,CD4+/CD25+ regulatory T cells,train
7409,CD4+/CD25+ regulatory T cells,train
7410,CD4+/CD25+ regulatory T cells,train
7411,CD4+/CD25+ regulatory T cells,train
7412,CD4+/CD25+ regulatory T cells,train
7413,CD4+/CD25+ regulatory T cells,train
7414,CD4+/CD25+ regulatory T cells,train
7415,CD4+/CD25+ regulatory T cells,train
7416,CD4+/CD25+ regulatory T cells,validation
7417,CD4+/CD25+ regulatory T cells,train
7418,CD4+/CD25+ regulatory T cells,test
7419,CD4+/CD25+ regulatory T cells,train
7420,CD4+/CD25+ regulatory T cells,train
7421,CD4+/CD25+ regulatory T cells,train
7422,CD4+/CD25+ regulatory T cells,train
7423,CD4+/CD25+ regulatory T cells,train
7424,CD4+/CD25+ regulatory T cells,train
7425,CD4+/CD25+ regulatory T cells,train
7426,CD4+/CD25+ regulatory T cells,test
7427,CD4+/CD25+ regulatory T cells,train
7428,CD4+/CD25+ regulatory T cells,train
7429,CD4+/CD25+ regulatory T cells,train
7430,CD4+/CD25+ regulatory T cells,train
7431,CD4+/CD25+ regulatory T cells,test
7432,CD4+/CD25+ regulatory T cells,test
7433,CD4+/CD25+ regulatory T cells,train
7434,CD4+/CD25+ regulatory T cells,train
7435,CD4+/CD25+ regulatory T cells,validation
7436,CD4+/CD25+ regulatory T cells,validation
7437,CD4+/CD25+ regulatory T cells,train
7438,CD4+/CD25+ regulatory T cells,train
7439,CD4+/CD25+ regulatory T cells,test
7440,CD4+/CD25+ regulatory T cells,train
7441,CD4+/CD25+ regulatory T cells,train
7442,CD4+/CD25+ regulatory T cells,train
7443,CD4+/CD25+ regulatory T cells,train
7444,CD4+/CD25+ regulatory T cells,train
7445,CD4+/CD25+ regulatory T cells,train
7446,CD4+/CD25+ regulatory T cells,train
7447,CD4+/CD25+ regulatory T cells,train
7448,CD4+/CD25+ regulatory T cells,test
7449,CD4+/CD25+ regulatory T cells,train
7450,CD4+/CD25+ regulatory T cells,test
7451,CD4+/CD25+ regulatory T cells,test
7452,CD4+/CD25+ regulatory T cells,train
7453,CD4+/CD25+ regulatory T cells,train
7454,CD4+/CD25+ regulatory T cells,train
7455,CD4+/CD25+ regulatory T cells,test
7456,CD4+/CD25+ regulatory T cells,train
7457,CD4+/CD25+ regulatory T cells,train
7458,CD4+/CD25+ regulatory T cells,validation
7459,CD4+/CD25+ regulatory T cells,train
7460,CD4+/CD25+ regulatory T cells,train
7461,CD4+/CD25+ regulatory T cells,train
7462,CD4+/CD25+ regulatory T cells,train
7463,CD4+/CD25+ regulatory T cells,train
7464,CD4+/CD25+ regulatory T cells,train
7465,CD4+/CD25+ regulatory T cells,train
7466,CD4+/CD25+ regulatory T cells,train
7467,CD4+/CD25+ regulatory T cells,train
7468,CD4+/CD25+ regulatory T cells,train
7469,CD4+/CD25+ regulatory T cells,validation
7470,CD4+/CD25+ regulatory T cells,train
7471,CD4+/CD25+ regulatory T cells,train
7472,CD4+/CD25+ regulatory T cells,train
7473,CD4+/CD25+ regulatory T cells,train
7474,CD4+/CD25+ regulatory T cells,train
7475,CD4+/CD25+ regulatory T cells,train
7476,CD4+/CD25+ regulatory T cells,train
7477,CD4+/CD25+ regulatory T cells,train
7478,CD4+/CD25+ regulatory T cells,train
7479,CD4+/CD25+ regulatory T cells,train
7480,CD4+/CD25+ regulatory T cells,train
7481,CD4+/CD25+ regulatory T cells,train
7482,CD4+/CD25+ regulatory T cells,train
7483,CD4+/CD25+ regulatory T cells,train
7484,CD4+/CD25+ regulatory T cells,train
7485,CD4+/CD25+ regulatory T cells,train
7486,CD4+/CD25+ regulatory T cells,train
7487,CD4+/CD25+ regulatory T cells,train
7488,CD4+/CD25+ regulatory T cells,train
7489,CD4+/CD25+ regulatory T cells,train
7490,CD4+/CD25+ regulatory T cells,train
7491,CD4+/CD25+ regulatory T cells,validation
7492,CD4+/CD25+ regulatory T cells,train
7493,CD4+/CD25+ regulatory T cells,test
7494,CD4+/CD25+ regulatory T cells,test
7495,CD4+/CD25+ regulatory T cells,test
7496,CD4+/CD25+ regulatory T cells,train
7497,CD4+/CD25+ regulatory T cells,train
7498,CD4+/CD25+ regulatory T cells,train
7499,CD4+/CD25+ regulatory T cells,test
7500,CD4+/CD25+ regulatory T cells,train
7501,CD4+/CD25+ regulatory T cells,train
7502,CD4+/CD25+ regulatory T cells,train
7503,CD4+/CD25+ regulatory T cells,train
7504,CD4+/CD25+ regulatory T cells,train
7505,CD4+/CD25+ regulatory T cells,train
7506,CD4+/CD25+ regulatory T cells,train
7507,CD4+/CD25+ regulatory T cells,train
7508,CD4+/CD25+ regulatory T cells,train
7509,CD4+/CD25+ regulatory T cells,train
7510,CD4+/CD25+ regulatory T cells,train
7511,CD4+/CD25+ regulatory T cells,train
7512,CD4+/CD25+ regulatory T cells,train
7513,CD4+/CD25+ regulatory T cells,train
7514,CD4+/CD25+ regulatory T cells,validation
7515,CD4+/CD25+ regulatory T cells,validation
7516,CD4+/CD25+ regulatory T cells,train
7517,CD4+/CD25+ regulatory T cells,train
7518,CD4+/CD25+ regulatory T cells,train
7519,CD4+/CD25+ regulatory T cells,test
7520,CD4+/CD25+ regulatory T cells,train
7521,CD4+/CD25+ regulatory T cells,train
7522,CD4+/CD25+ regulatory T cells,train
7523,CD4+/CD25+ regulatory T cells,train
7524,CD4+/CD25+ regulatory T cells,train
7525,CD4+/CD25+ regulatory T cells,train
7526,CD4+/CD25+ regulatory T cells,train
7527,CD4+/CD25+ regulatory T cells,train
7528,CD4+/CD25+ regulatory T cells,train
7529,CD4+/CD25+ regulatory T cells,train
7530,CD4+/CD25+ regulatory T cells,validation
7531,CD4+/CD25+ regulatory T cells,train
7532,CD4+/CD25+ regulatory T cells,test
7533,CD4+/CD25+ regulatory T cells,train
7534,CD4+/CD25+ regulatory T cells,train
7535,CD4+/CD25+ regulatory T cells,train
7536,CD4+/CD25+ regulatory T cells,train
7537,CD4+/CD25+ regulatory T cells,train
7538,CD4+/CD25+ regulatory T cells,test
7539,CD4+/CD25+ regulatory T cells,train
7540,CD4+/CD25+ regulatory T cells,test
7541,CD4+/CD25+ regulatory T cells,validation
7542,CD4+/CD25+ regulatory T cells,train
7543,CD4+/CD25+ regulatory T cells,train
7544,CD4+/CD25+ regulatory T cells,train
7545,CD4+/CD25+ regulatory T cells,train
7546,CD4+/CD25+ regulatory T cells,train
7547,CD4+/CD25+ regulatory T cells,train
7548,CD4+/CD25+ regulatory T cells,test
7549,CD4+/CD25+ regulatory T cells,train
7550,CD4+/CD25+ regulatory T cells,train
7551,CD4+/CD25+ regulatory T cells,train
7552,CD4+/CD25+ regulatory T cells,train
7553,CD4+/CD25+ regulatory T cells,train
7554,CD4+/CD25+ regulatory T cells,train
7555,CD4+/CD25+ regulatory T cells,train
7556,CD4+/CD25+ regulatory T cells,train
7557,CD4+/CD25+ regulatory T cells,train
7558,CD4+/CD25+ regulatory T cells,train
7559,CD4+/CD25+ regulatory T cells,train
7560,CD4+/CD25+ regulatory T cells,train
7561,CD4+/CD25+ regulatory T cells,train
7562,CD4+/CD25+ regulatory T cells,train
7563,CD4+/CD25+ regulatory T cells,validation
7564,CD4+/CD25+ regulatory T cells,train
7565,CD4+/CD25+ regulatory T cells,train
7566,CD4+/CD25+ regulatory T cells,train
7567,CD4+/CD25+ regulatory T cells,train
7568,CD4+/CD25+ regulatory T cells,test
7569,CD4+/CD25+ regulatory T cells,validation
7570,CD4+/CD25+ regulatory T cells,train
7571,CD4+/CD25+ regulatory T cells,test
7572,CD4+/CD25+ regulatory T cells,train
7573,CD4+/CD25+ regulatory T cells,train
7574,CD4+/CD25+ regulatory T cells,validation
7575,CD4+/CD25+ regulatory T cells,train
7576,CD4+/CD25+ regulatory T cells,train
7577,CD4+/CD25+ regulatory T cells,train
7578,CD4+/CD25+ regulatory T cells,test
7579,CD4+/CD25+ regulatory T cells,train
7580,CD4+/CD25+ regulatory T cells,train
7581,CD4+/CD25+ regulatory T cells,train
7582,CD4+/CD25+ regulatory T cells,train
7583,CD4+/CD25+ regulatory T cells,test
7584,CD4+/CD25+ regulatory T cells,train
7585,CD4+/CD25+ regulatory T cells,train
7586,CD4+/CD25+ regulatory T cells,train
7587,CD4+/CD25+ regulatory T cells,train
7588,CD4+/CD25+ regulatory T cells,train
7589,CD4+/CD25+ regulatory T cells,train
7590,CD4+/CD25+ regulatory T cells,test
7591,CD4+/CD25+ regulatory T cells,train
7592,CD4+/CD25+ regulatory T cells,train
7593,CD4+/CD25+ regulatory T cells,train
7594,CD4+/CD25+ regulatory T cells,train
7595,CD4+/CD25+ regulatory T cells,train
