,gene_ID,gene_name
3028,ENSG00000224939,LINC00184
3029,ENSG00000272362,RP4-781K5.9
3030,ENSG00000228044,RP4-781K5.4
3031,ENSG00000241475,RP4-781K5.5
3032,ENSG00000230628,RP4-781K5.6
3033,ENSG00000224037,RP4-781K5.7
3034,ENSG00000227630,LINC01132
3035,ENSG00000237520,RP11-443B7.2
3036,ENSG00000238005,RP11-443B7.1
3037,ENSG00000258082,RP11-443B7.3
3038,ENSG00000273416,RP4-597N16.4
3039,ENSG00000173726,TOMM20
3040,ENSG00000188739,RBM34
3041,ENSG00000054267,ARID4B
3042,ENSG00000152904,GGPS1
3043,ENSG00000116957,TBCE
3044,ENSG00000243533,TBCE-AS1
3045,ENSG00000162885,B3GALNT2
3046,ENSG00000168243,GNG4
3047,ENSG00000143669,LYST
3048,ENSG00000229463,LYST-AS1
3049,ENSG00000237845,RP5-940F7.2
3050,ENSG00000229291,RP4-580N22.2
3051,ENSG00000116962,NID1
3052,ENSG00000077585,GPR137B
3053,ENSG00000086619,ERO1LB
3054,ENSG00000186197,EDARADD
3055,ENSG00000116977,LGALS8
3056,ENSG00000223776,LGALS8-AS1
3057,ENSG00000273058,RP11-385F5.5
3058,ENSG00000230325,RP11-385F5.4
3059,ENSG00000119285,HEATR1
3060,ENSG00000077522,ACTN2
3061,ENSG00000116984,MTR
3062,ENSG00000244020,MT1HL1
3063,ENSG00000198626,RYR2
3064,ENSG00000237250,RP11-193H5.1
3065,ENSG00000116996,ZP4
3066,ENSG00000270188,MTRNR2L11
3067,ENSG00000234464,RP11-136B18.2
3068,ENSG00000215808,LINC01139
3069,ENSG00000231877,RP11-177F15.1
3070,ENSG00000259776,RP11-544D21.2
3071,ENSG00000227185,RP11-544D21.1
3072,ENSG00000133019,CHRM3
3073,ENSG00000234601,CHRM3-AS1
3074,ENSG00000231979,RP11-35L17.3
3075,ENSG00000155816,FMN2
3076,ENSG00000233735,RP11-567G24.3
3077,ENSG00000233519,RP11-177F11.1
3078,ENSG00000268365,AL646016.1
3079,ENSG00000180875,GREM2
3080,ENSG00000224359,RP11-467I20.2
3081,ENSG00000230015,RP11-80B9.4
3082,ENSG00000226919,RP11-80B9.1
3083,ENSG00000182901,RGS7
3084,ENSG00000225554,RP11-527D7.1
3085,ENSG00000091483,FH
3086,ENSG00000117009,KMO
3087,ENSG00000054277,OPN3
3088,ENSG00000203668,CHML
3089,ENSG00000162843,WDR64
3090,ENSG00000174371,EXO1
3091,ENSG00000197769,MAP1LC3C
3092,ENSG00000180287,PLD5
3093,ENSG00000272865,RP11-561I11.4
3094,ENSG00000224525,RP11-561I11.3
3095,ENSG00000234116,RP11-261C10.1
3096,ENSG00000231512,RP11-261C10.2
3097,ENSG00000214837,RP11-261C10.3
3098,ENSG00000143702,CEP170
3099,ENSG00000227230,RP11-261C10.5
3100,ENSG00000232085,RP11-261C10.4
3101,ENSG00000269795,AC092782.1
3102,ENSG00000054282,SDCCAG8
3103,ENSG00000117020,AKT3
3104,ENSG00000236031,RP11-269F20.1
3105,ENSG00000226828,RP11-278H7.1
3106,ENSG00000179456,ZBTB18
3107,ENSG00000268146,AL590483.1
3108,ENSG00000229960,RP11-278H7.4
3109,ENSG00000237759,RP11-278H7.3
3110,ENSG00000173728,C1orf100
3111,ENSG00000240963,RP11-518L10.5
3112,ENSG00000035687,ADSS
3113,ENSG00000179397,C1orf101
3114,ENSG00000121644,DESI2
3115,ENSG00000203667,COX20
3116,ENSG00000188206,HNRNPU-AS1
3117,ENSG00000153187,HNRNPU
3118,ENSG00000273175,RP11-11N7.4
3119,ENSG00000272195,RP11-156E8.1
3120,ENSG00000203666,EFCAB2
3121,ENSG00000162849,KIF26B
3122,ENSG00000232192,RP11-62I21.1
3123,ENSG00000238224,RP11-522M21.2
3124,ENSG00000231612,RP11-522M21.3
3125,ENSG00000185420,SMYD3
3126,ENSG00000235096,RP11-83A16.1
3127,ENSG00000226876,RP11-36N20.1
3128,ENSG00000242042,RP11-690C23.2
3129,ENSG00000162851,TFB2M
3130,ENSG00000162852,CNST
3131,ENSG00000260698,RP11-439E19.9
3132,ENSG00000235021,RP11-439E19.7
3133,ENSG00000143653,SCCPDH
3134,ENSG00000260855,RP11-439E19.10
3135,ENSG00000153207,AHCTF1
3136,ENSG00000135747,ZNF670
3137,ENSG00000197472,ZNF695
3138,ENSG00000188295,ZNF669
3139,ENSG00000221953,C1orf229
3140,ENSG00000196418,ZNF124
3141,ENSG00000259865,RP11-488L18.10
3142,ENSG00000232347,RP11-488L18.8
3143,ENSG00000162714,ZNF496
3144,ENSG00000162711,NLRP3
3145,ENSG00000177535,OR2B11
3146,ENSG00000169224,GCSAML
3147,ENSG00000227135,GCSAML-AS1
3148,ENSG00000196242,OR2C3
3149,ENSG00000236817,RP11-978I15.10
3150,ENSG00000177489,OR2G2
3151,ENSG00000177476,OR2G3
3152,ENSG00000235749,RP11-634B7.4
3153,ENSG00000197437,OR13G1
3154,ENSG00000169214,OR6F1
3155,ENSG00000241128,OR14A2
3156,ENSG00000153230,OR14K1
3157,ENSG00000221888,OR1C1
3158,ENSG00000196772,OR14A16
3159,ENSG00000197591,OR11L1
3160,ENSG00000162722,TRIM58
3161,ENSG00000238243,OR2W3
3162,ENSG00000177462,OR2T8
3163,ENSG00000177275,OR2AJ1
3164,ENSG00000196071,OR2L13
3165,ENSG00000196936,OR2L8
3166,ENSG00000187080,OR2AK2
3167,ENSG00000197454,OR2L5
3168,ENSG00000203663,OR2L2
3169,ENSG00000198128,OR2L3
3170,ENSG00000162727,OR2M5
3171,ENSG00000198601,OR2M2
3172,ENSG00000228198,OR2M3
3173,ENSG00000171180,OR2M4
3174,ENSG00000177212,OR2T33
3175,ENSG00000177201,OR2T12
3176,ENSG00000177186,OR2M7
3177,ENSG00000177174,OR14C36
3178,ENSG00000196944,OR2T4
3179,ENSG00000198104,OR2T6
3180,ENSG00000175143,OR2T1
3181,ENSG00000227152,OR2T7
3182,ENSG00000196240,OR2T2
3183,ENSG00000196539,OR2T3
3184,ENSG00000229255,RP11-407H12.8
3185,ENSG00000203661,OR2T5
3186,ENSG00000188558,OR2G6
3187,ENSG00000224521,RP11-438F14.3
3188,ENSG00000182783,OR2T29
3189,ENSG00000183310,OR2T34
3190,ENSG00000184022,OR2T10
3191,ENSG00000183130,OR2T11
3192,ENSG00000177151,OR2T35
3193,ENSG00000187701,OR2T27
3194,ENSG00000189181,OR14I1
3195,ENSG00000229703,XX-CR54.1
3196,ENSG00000232694,XX-CR54.3
3197,ENSG00000266949,LYPD8
3198,ENSG00000175137,SH3BP5L
3199,ENSG00000171161,ZNF672
3200,ENSG00000171163,ZNF692
3201,ENSG00000227237,AL672294.1
3202,ENSG00000185220,PGBD2
3203,ENSG00000184731,FAM110C
3204,ENSG00000227061,AC079779.7
3205,ENSG00000035115,SH3YL1
3206,ENSG00000143727,ACP1
3207,ENSG00000189292,FAM150B
3208,ENSG00000235779,AC079779.5
3209,ENSG00000233684,AC079779.6
3210,ENSG00000236856,AC105393.1
3211,ENSG00000226277,AC105393.2
3212,ENSG00000223985,AC093326.1
3213,ENSG00000225942,AC093326.2
3214,ENSG00000233633,AC093326.3
3215,ENSG00000151353,TMEM18
3216,ENSG00000233296,AC092159.2
3217,ENSG00000233970,AC092159.3
3218,ENSG00000227713,AC116609.1
3219,ENSG00000272342,RP13-539J13.1
3220,ENSG00000231173,AC116609.3
3221,ENSG00000223751,AC116609.2
3222,ENSG00000237667,LINC01115
3223,ENSG00000228799,AC113607.2
3224,ENSG00000234796,AC113607.3
3225,ENSG00000235688,AC116614.1
3226,ENSG00000172554,SNTG2
3227,ENSG00000235403,AC114808.3
3228,ENSG00000236665,AC114808.2
3229,ENSG00000233553,AC108462.1
3230,ENSG00000115705,TPO
3231,ENSG00000228613,AC144450.1
3232,ENSG00000231482,AC141930.2
3233,ENSG00000203635,AC144450.2
3234,ENSG00000130508,PXDN
3235,ENSG00000186487,MYT1L
3236,ENSG00000232057,AC093390.1
3237,ENSG00000225619,MYT1L-AS1
3238,ENSG00000234929,AC018685.1
3239,ENSG00000227364,AC018685.2
3240,ENSG00000237720,AC011995.1
3241,ENSG00000228391,AC011995.3
3242,ENSG00000234423,AC019118.2
3243,ENSG00000236760,AC019118.3
3244,ENSG00000226649,AC019118.4
3245,ENSG00000032389,TSSC1
3246,ENSG00000171853,TRAPPC12
3247,ENSG00000225234,TRAPPC12-AS1
3248,ENSG00000271868,RP11-1293J14.1
3249,ENSG00000182551,ADI1
3250,ENSG00000235078,AC142528.1
3251,ENSG00000242282,AC108488.4
3252,ENSG00000255767,RP13-512J5.1
3253,ENSG00000171865,RNASEH1
3254,ENSG00000234171,RNASEH1-AS1
3255,ENSG00000171863,RPS7
3256,ENSG00000118004,COLEC11
3257,ENSG00000237370,AC010907.2
3258,ENSG00000151360,ALLC
3259,ENSG00000224661,AC010907.5
3260,ENSG00000214866,DCDC2C
3261,ENSG00000227363,AC019172.2
3262,ENSG00000237401,AC107070.1
3263,ENSG00000229550,AC012445.1
3264,ENSG00000231532,AC022311.1
3265,ENSG00000232835,AC107057.1
3266,ENSG00000224128,AC107057.2
3267,ENSG00000230090,AC108025.2
3268,ENSG00000176887,SOX11
3269,ENSG00000236106,AC010729.2
3270,ENSG00000237266,AC010729.3
3271,ENSG00000272268,DKFZP761K2322
3272,ENSG00000234275,AC017053.1
3273,ENSG00000227007,AC105253.1
3274,ENSG00000226488,AC021021.2
3275,ENSG00000236172,hsa-mir-7515
3276,ENSG00000205837,LINC00487
3277,ENSG00000225964,AC017076.5
3278,ENSG00000134326,CMPK2
3279,ENSG00000134321,RSAD2
3280,ENSG00000271947,RP11-439M11.1
3281,ENSG00000151692,RNF144A
3282,ENSG00000223884,AC019048.1
3283,ENSG00000272002,RP11-557L19.1
3284,ENSG00000230515,AC092580.3
3285,ENSG00000235576,AC092580.4
3286,ENSG00000226506,AC007463.2
3287,ENSG00000235665,LINC00298
3288,ENSG00000236790,LINC00299
3289,ENSG00000229740,U91324.1
3290,ENSG00000231435,AC011747.3
3291,ENSG00000236008,AC011747.4
3292,ENSG00000231083,AC011747.6
3293,ENSG00000235092,AC011747.7
3294,ENSG00000115738,ID2
3295,ENSG00000260837,RP11-434B12.1
3296,ENSG00000134313,KIDINS220
3297,ENSG00000143797,MBOAT2
3298,ENSG00000261104,RP11-734K21.5
3299,ENSG00000244310,RP11-734K21.3
3300,ENSG00000240980,RP11-734K21.4
3301,ENSG00000151693,ASAP2
3302,ENSG00000119185,ITGB1BP1
3303,ENSG00000119203,CPSF3
3304,ENSG00000134330,IAH1
3305,ENSG00000151694,ADAM17
3306,ENSG00000239300,RP11-400L8.2
3307,ENSG00000271855,RP11-214N9.1
3308,ENSG00000134308,YWHAQ
3309,ENSG00000240687,RP11-521D12.1
3310,ENSG00000244260,RP11-521D12.2
3311,ENSG00000243491,RP11-521D12.5
3312,ENSG00000115750,TAF1B
3313,ENSG00000269973,RP11-95D17.1
3314,ENSG00000134317,GRHL1
3315,ENSG00000188525,AC010969.1
3316,ENSG00000260476,RP11-254F7.1
3317,ENSG00000260077,RP11-254F7.2
3318,ENSG00000172059,KLF11
3319,ENSG00000271787,RP11-254F7.3
3320,ENSG00000205795,CYS1
3321,ENSG00000233502,AC104794.4
3322,ENSG00000272524,RP11-254F7.4
3323,ENSG00000171848,RRM2
3324,ENSG00000163009,C2orf48
3325,ENSG00000115756,HPCAL1
3326,ENSG00000115758,ODC1
3327,ENSG00000257135,RP11-320M2.1
3328,ENSG00000217258,AC007249.3
3329,ENSG00000115761,NOL10
3330,ENSG00000234818,AC092687.5
3331,ENSG00000243819,RN7SL832P
3332,ENSG00000236162,AC092687.3
3333,ENSG00000143882,ATP6V1C2
3334,ENSG00000272275,RP11-791G15.2
3335,ENSG00000143870,PDIA6
3336,ENSG00000232056,AC092687.4
3337,ENSG00000271952,RP11-245G13.2
3338,ENSG00000162975,KCNF1
3339,ENSG00000145063,AC062028.1
3340,ENSG00000150873,C2orf50
3341,ENSG00000162976,PQLC3
3342,ENSG00000134318,ROCK2
3343,ENSG00000230952,AC099344.2
3344,ENSG00000231403,AC099344.3
3345,ENSG00000224177,LINC00570
3346,ENSG00000169016,E2F6
3347,ENSG00000269074,AC099344.1
3348,ENSG00000196208,GREB1
3349,ENSG00000169006,NTSR2
3350,ENSG00000134324,LPIN1
3351,ENSG00000203643,AC012456.3
3352,ENSG00000230790,AC012456.4
3353,ENSG00000224184,AC096559.1
3354,ENSG00000223360,AC096559.2
3355,ENSG00000261117,RP11-333O1.1
3356,ENSG00000071575,TRIB2
3357,ENSG00000229370,AC092635.1
3358,ENSG00000230448,LINC00276
3359,ENSG00000227718,AC016730.1
3360,ENSG00000228505,AC011897.2
3361,ENSG00000162981,FAM84A
3362,ENSG00000265629,AC011897.1
3363,ENSG00000235127,AC068286.1
3364,ENSG00000151779,NBAS
3365,ENSG00000234022,AC008278.2
3366,ENSG00000079785,DDX1
3367,ENSG00000224194,AC008278.3
3368,ENSG00000231031,AC008271.1
3369,ENSG00000237326,AC113608.1
3370,ENSG00000223850,MYCNUN
3371,ENSG00000233718,MYCNOS
3372,ENSG00000134323,MYCN
3373,ENSG00000226764,AC010145.4
3374,ENSG00000236289,AC130710.1
3375,ENSG00000236989,AC142119.1
3376,ENSG00000226041,AC010745.1
3377,ENSG00000228876,AC010745.2
3378,ENSG00000231266,AC010745.3
3379,ENSG00000232444,AC010745.4
3380,ENSG00000224400,AC010880.1
3381,ENSG00000237633,AC104623.2
3382,ENSG00000197872,FAM49A
3383,ENSG00000223536,AC008069.1
3384,ENSG00000237670,AC080094.1
3385,ENSG00000214842,RAD51AP2
3386,ENSG00000163032,VSNL1
3387,ENSG00000163029,SMC6
3388,ENSG00000178295,GEN1
3389,ENSG00000151379,MSGN1
3390,ENSG00000170745,KCNS3
3391,ENSG00000260331,RP11-111J6.2
3392,ENSG00000240857,RDH14
3393,ENSG00000250741,NT5C1B-RDH14
3394,ENSG00000185013,NT5C1B
3395,ENSG00000224626,AC106053.1
3396,ENSG00000236204,AC092594.1
3397,ENSG00000143867,OSR1
3398,ENSG00000234597,AC010096.1
3399,ENSG00000237992,AC010096.2
3400,ENSG00000235911,AC019055.1
3401,ENSG00000228784,LINC00954
3402,ENSG00000183891,TTC32
3403,ENSG00000271991,RP11-79O8.1
3404,ENSG00000118965,WDR35
3405,ENSG00000227210,AC079145.4
3406,ENSG00000132031,MATN3
3407,ENSG00000068697,LAPTM4A
3408,ENSG00000223734,RP11-644K8.1
3409,ENSG00000234378,AC098828.2
3410,ENSG00000115884,SDC1
3411,ENSG00000055917,PUM2
3412,ENSG00000143878,RHOB
3413,ENSG00000228950,AC023137.2
3414,ENSG00000227047,AC012065.4
3415,ENSG00000118960,HS1BP3
3416,ENSG00000269976,RP11-130L8.2
3417,ENSG00000143869,GDF7
3418,ENSG00000260396,AC012065.7
3419,ENSG00000270100,RP11-130L8.1
3420,ENSG00000118961,C2orf43
3421,ENSG00000236436,AC012361.1
3422,ENSG00000261012,RP11-116D2.1
3423,ENSG00000084674,APOB
3424,ENSG00000218819,TDRD15
3425,ENSG00000233005,AC067959.1
3426,ENSG00000231204,AC011752.1
3427,ENSG00000235537,AC009411.2
3428,ENSG00000228538,AC009411.1
3429,ENSG00000229621,AC018742.1
3430,ENSG00000231200,AC068490.2
3431,ENSG00000228999,AC068490.1
3432,ENSG00000234207,AC096570.2
3433,ENSG00000233587,AC096570.1
3434,ENSG00000232451,AC016768.1
3435,ENSG00000223530,AC012506.1
3436,ENSG00000233714,AC012506.2
3437,ENSG00000223634,AC012506.3
3438,ENSG00000235497,AC012506.4
3439,ENSG00000119771,KLHL29
3440,ENSG00000224361,AC011239.1
3441,ENSG00000119778,ATAD2B
3442,ENSG00000173960,UBXN2A
3443,ENSG00000205639,MFSD2B
3444,ENSG00000163026,C2orf44
3445,ENSG00000119782,FKBP1B
3446,ENSG00000115128,SF3B14
3447,ENSG00000219626,FAM228B
3448,ENSG00000115129,TP53I3
3449,ENSG00000176732,PFN4
3450,ENSG00000266118,RP11-507M3.1
3451,ENSG00000232642,AC008073.7
3452,ENSG00000186453,FAM228A
3453,ENSG00000223754,AC008073.9
3454,ENSG00000198399,ITSN2
3455,ENSG00000242628,AC009228.1
3456,ENSG00000084676,NCOA1
3457,ENSG00000184924,PTRHD1
3458,ENSG00000138092,CENPO
3459,ENSG00000138031,ADCY3
3460,ENSG00000271936,RP11-443B20.1
3461,ENSG00000115137,DNAJC27
3462,ENSG00000224165,DNAJC27-AS1
3463,ENSG00000084710,EFR3B
3464,ENSG00000261452,RP11-509E16.1
3465,ENSG00000115138,POMC
3466,ENSG00000230452,AC012457.2
3467,ENSG00000272048,RP11-458N5.1
3468,ENSG00000119772,DNMT3A
3469,ENSG00000235072,AC012074.2
3470,ENSG00000138101,DTNB
3471,ENSG00000224220,AC104699.1
3472,ENSG00000143970,ASXL2
3473,ENSG00000084731,KIF3C
3474,ENSG00000268412,AC013449.1
3475,ENSG00000084733,RAB10
3476,ENSG00000157833,GAREML
3477,ENSG00000084754,HADHA
3478,ENSG00000138029,HADHB
3479,ENSG00000173567,GPR113
3480,ENSG00000138018,EPT1
3481,ENSG00000157856,DRC1
3482,ENSG00000115155,OTOF
3483,ENSG00000173557,C2orf70
3484,ENSG00000157884,CIB4
3485,ENSG00000225378,AC015977.6
3486,ENSG00000171303,KCNK3
3487,ENSG00000213699,SLC35F6
3488,ENSG00000115163,CENPA
3489,ENSG00000157851,DPYSL5
3490,ENSG00000230286,AC013472.4
3491,ENSG00000084764,MAPRE3
3492,ENSG00000119777,TMEM214
3493,ENSG00000084693,AGBL5
3494,ENSG00000231636,AGBL5-AS1
3495,ENSG00000272056,RP11-503P10.1
3496,ENSG00000272148,RP11-195B17.1
3497,ENSG00000228474,OST4
3498,ENSG00000138080,EMILIN1
3499,ENSG00000138030,KHK
3500,ENSG00000138028,CGREF1
3501,ENSG00000143994,ABHD1
3502,ENSG00000138073,PREB
3503,ENSG00000186143,C2orf53
3504,ENSG00000163792,TCF23
3505,ENSG00000138074,SLC5A6
3506,ENSG00000138085,ATRAID
3507,ENSG00000084774,CAD
3508,ENSG00000115194,SLC30A3
3509,ENSG00000163793,DNAJC5G
3510,ENSG00000138100,TRIM54
3511,ENSG00000163794,UCN
3512,ENSG00000115204,MPV17
3513,ENSG00000115207,GTF3C2
3514,ENSG00000234945,AC109828.1
3515,ENSG00000234072,AC074117.10
3516,ENSG00000115211,EIF2B4
3517,ENSG00000115234,SNX17
3518,ENSG00000163795,ZNF513
3519,ENSG00000115241,PPM1G
3520,ENSG00000115216,NRBP1
3521,ENSG00000157992,KRTCAP3
3522,ENSG00000138002,IFT172
3523,ENSG00000115226,FNDC4
3524,ENSG00000084734,GCKR
3525,ENSG00000233438,AC109829.1
3526,ENSG00000221843,C2orf16
3527,ENSG00000243943,ZNF512
3528,ENSG00000176714,CCDC121
3529,ENSG00000198522,GPN1
3530,ENSG00000119760,SUPT7L
3531,ENSG00000163798,SLC4A1AP
3532,ENSG00000205334,AC074091.13
3533,ENSG00000243147,MRPL33
3534,ENSG00000268656,AC110084.1
3535,ENSG00000171174,RBKS
3536,ENSG00000158019,BRE
3537,ENSG00000223522,AC093690.1
3538,ENSG00000229951,AC104695.3
3539,ENSG00000075426,FOSL2
3540,ENSG00000270210,RP11-373D23.3
3541,ENSG00000227938,AC104695.4
3542,ENSG00000163803,PLB1
3543,ENSG00000230730,AC074011.2
3544,ENSG00000226833,AC097724.3
3545,ENSG00000213639,PPP1CB
3546,ENSG00000163806,SPDYA
3547,ENSG00000273233,RP11-713D19.1
3548,ENSG00000171103,TRMT61B
3549,ENSG00000163811,WDR43
3550,ENSG00000189350,FAM179A
3551,ENSG00000179270,C2orf71
3552,ENSG00000229224,AC105398.3
3553,ENSG00000115295,CLIP4
3554,ENSG00000171094,ALK
3555,ENSG00000230737,AC106870.1
3556,ENSG00000197644,AC106870.2
3557,ENSG00000233862,AC016907.3
3558,ENSG00000119801,YPEL5
3559,ENSG00000213626,LBH
3560,ENSG00000235997,AC109642.1
3561,ENSG00000172954,LCLAT1
3562,ENSG00000162949,CAPN13
3563,ENSG00000158089,GALNT14
3564,ENSG00000234579,AC009305.1
3565,ENSG00000214711,CAPN14
3566,ENSG00000013016,EHD3
3567,ENSG00000158125,XDH
3568,ENSG00000228563,AL133247.2
3569,ENSG00000223647,AL133249.1
3570,ENSG00000273165,RP11-1057B6.1
3571,ENSG00000162959,MEMO1
3572,ENSG00000162961,DPY30
3573,ENSG00000271228,CTC-336P14.1
3574,ENSG00000021574,SPAST
3575,ENSG00000272716,RP11-563N4.1
3576,ENSG00000152683,SLC30A6
3577,ENSG00000091106,NLRC4
3578,ENSG00000119820,YIPF4
3579,ENSG00000272754,AL133245.2
3580,ENSG00000115760,BIRC6
3581,ENSG00000230046,BIRC6-AS1
3582,ENSG00000018699,TTC27
3583,ENSG00000230876,LINC00486
3584,ENSG00000236854,AL121656.5
3585,ENSG00000049323,LTBP1
3586,ENSG00000152689,RASGRP3
3587,ENSG00000237133,AC020594.5
3588,ENSG00000119812,FAM98A
3589,ENSG00000203386,AC009499.1
3590,ENSG00000237790,AC009499.2
3591,ENSG00000226785,AC073218.1
3592,ENSG00000228262,AC073218.2
3593,ENSG00000272027,RP11-529E15.1
3594,ENSG00000232153,AC073218.3
3595,ENSG00000226994,AC012593.1
3596,ENSG00000237320,AC019064.1
3597,ENSG00000260025,RP11-490M8.1
3598,ENSG00000150938,CRIM1
3599,ENSG00000273090,RP11-78I14.1
3600,ENSG00000217075,AC007401.2
3601,ENSG00000171055,FEZ2
3602,ENSG00000205221,VIT
3603,ENSG00000268688,AC007382.1
3604,ENSG00000115808,STRN
3605,ENSG00000008869,HEATR5B
3606,ENSG00000152133,GPATCH11
3607,ENSG00000055332,EIF2AK2
3608,ENSG00000138068,SULT6B1
3609,ENSG00000218739,CEBPZ-AS1
3610,ENSG00000115816,CEBPZ
3611,ENSG00000003509,NDUFAF7
3612,ENSG00000115825,PRKD3
3613,ENSG00000232028,AC007391.2
3614,ENSG00000115828,QPCT
3615,ENSG00000236213,AC006369.2
3616,ENSG00000163171,CDC42EP3
3617,ENSG00000236572,AC006369.3
3618,ENSG00000237803,LINC00211
3619,ENSG00000115841,RMDN2
3620,ENSG00000235848,RMDN2-AS1
3621,ENSG00000138061,CYP1B1
3622,ENSG00000232973,CYP1B1-AS1
3623,ENSG00000229160,AC009229.6
3624,ENSG00000273006,RP11-314C9.2
3625,ENSG00000227292,AC009229.5
3626,ENSG00000119787,ATL2
3627,ENSG00000231367,AC016995.3
3628,ENSG00000235009,AC093822.1
3629,ENSG00000143889,HNRNPLL
3630,ENSG00000235586,AC011247.3
3631,ENSG00000143891,GALM
3632,ENSG00000232518,AC074366.3
3633,ENSG00000115875,SRSF7
3634,ENSG00000152147,GEMIN6
3635,ENSG00000163214,DHX57
3636,ENSG00000225284,AC018693.6
3637,ENSG00000188010,MORN2
3638,ENSG00000214694,ARHGEF33
3639,ENSG00000269210,AC019171.1
3640,ENSG00000115904,SOS1
3641,ENSG00000205111,CDKL4
3642,ENSG00000011566,MAP4K3
3643,ENSG00000231312,AC007246.3
3644,ENSG00000152154,TMEM178A
3645,ENSG00000138050,THUMPD2
3646,ENSG00000227028,SLC8A1-AS1
3647,ENSG00000183023,SLC8A1
3648,ENSG00000268898,AC007377.1
3649,ENSG00000233128,AC007317.1
3650,ENSG00000214691,AC104654.1
3651,ENSG00000234362,AC104654.2
3652,ENSG00000205086,C2orf91
3653,ENSG00000226398,AC013480.2
3654,ENSG00000162878,PKDCC
3655,ENSG00000224875,AC083949.1
3656,ENSG00000143924,EML4
3657,ENSG00000115944,COX7A2L
3658,ENSG00000171126,KCNG3
3659,ENSG00000057935,MTA3
3660,ENSG00000162881,OXER1
3661,ENSG00000162882,HAAO
3662,ENSG00000224739,AC016735.1
3663,ENSG00000231826,AC016735.2
3664,ENSG00000233978,AC016735.3
3665,ENSG00000230587,AC093609.1
3666,ENSG00000115970,THADA
3667,ENSG00000152518,ZFP36L2
3668,ENSG00000234936,AC010883.5
3669,ENSG00000152527,PLEKHH2
3670,ENSG00000138036,DYNC2LI1
3671,ENSG00000138075,ABCG5
3672,ENSG00000143921,ABCG8
3673,ENSG00000138095,LRPPRC
3674,ENSG00000273106,RP11-559M23.1
3675,ENSG00000138032,PPM1B
3676,ENSG00000138079,SLC3A1
3677,ENSG00000138078,PREPL
3678,ENSG00000143919,CAMKMT
3679,ENSG00000259439,RP11-89K21.1
3680,ENSG00000236502,SIX3-AS1
3681,ENSG00000138083,SIX3
3682,ENSG00000225156,AC012354.6
3683,ENSG00000170577,SIX2
3684,ENSG00000231156,AC093702.1
3685,ENSG00000231054,AC009236.2
3686,ENSG00000068784,SRBD1
3687,ENSG00000171132,PRKCE
3688,ENSG00000228481,U51244.2
3689,ENSG00000232696,AC017006.2
3690,ENSG00000231336,AC017006.3
3691,ENSG00000116016,EPAS1
3692,ENSG00000228100,AC016912.3
3693,ENSG00000187600,TMEM247
3694,ENSG00000250565,ATP6V1E2
3695,ENSG00000253515,RP11-417F21.2
3696,ENSG00000119729,RHOQ
3697,ENSG00000250116,RP11-417F21.1
3698,ENSG00000151665,PIGF
3699,ENSG00000119878,CRIPT
3700,ENSG00000171150,SOCS5
3701,ENSG00000260977,RP11-333I13.1
3702,ENSG00000222005,LINC01118
3703,ENSG00000239332,LINC01119
3704,ENSG00000226548,AC016722.3
3705,ENSG00000228925,AC016722.4
3706,ENSG00000180398,MCFD2
3707,ENSG00000068724,TTC7A
3708,ENSG00000272814,RP11-15I20.1
3709,ENSG00000233845,AC093732.1
3710,ENSG00000239605,C2orf61
3711,ENSG00000273269,RP11-761B3.1
3712,ENSG00000225187,AC073283.7
3713,ENSG00000143933,CALM2
3714,ENSG00000234690,AC073283.4
3715,ENSG00000226087,AC106869.2
3716,ENSG00000236824,BCYRN1
3717,ENSG00000119888,EPCAM
3718,ENSG00000095002,MSH2
3719,ENSG00000236558,AC138655.6
3720,ENSG00000184261,KCNK12
3721,ENSG00000235760,AC138655.4
3722,ENSG00000269563,AC138655.1
3723,ENSG00000116062,MSH6
3724,ENSG00000138081,FBXO11
3725,ENSG00000233230,AC079807.2
3726,ENSG00000230773,AC079807.4
3727,ENSG00000170802,FOXN2
3728,ENSG00000272663,RP11-191L17.1
3729,ENSG00000162869,PPP1R21
3730,ENSG00000243244,STON1
3731,ENSG00000068781,STON1-GTF2A1L
3732,ENSG00000242441,GTF2A1L
3733,ENSG00000138039,LHCGR
3734,ENSG00000170820,FSHR
3735,ENSG00000179915,NRXN1
3736,ENSG00000231918,AC007682.1
3737,ENSG00000237374,AC007680.2
3738,ENSG00000225444,AC087073.1
3739,ENSG00000236837,AC139712.4
3740,ENSG00000228033,AC010967.2
3741,ENSG00000232604,AC010967.3
3742,ENSG00000115239,GPR75-ASB3
3743,ENSG00000270898,ASB3
3744,ENSG00000143942,CHAC2
3745,ENSG00000068912,ERLEC1
3746,ENSG00000119737,GPR75
3747,ENSG00000068878,PSME4
3748,ENSG00000170634,ACYP2
3749,ENSG00000272156,RP11-477N3.1
3750,ENSG00000178021,TSPYL6
3751,ENSG00000177994,C2orf73
3752,ENSG00000115306,SPTBN1
3753,ENSG00000228108,AC092839.3
3754,ENSG00000234943,AC092839.4
3755,ENSG00000238018,AC093110.3
3756,ENSG00000214595,EML6
3757,ENSG00000231334,AC104781.1
3758,ENSG00000115310,RTN4
3759,ENSG00000162994,CLHC1
3760,ENSG00000203327,AC012358.7
3761,ENSG00000143947,RPS27A
3762,ENSG00000085760,MTIF2
3763,ENSG00000115355,CCDC88A
3764,ENSG00000240401,AC012358.8
